"cod_cidade";"nom_cidade"
2.910;"MATRIZ DE CAMARAGIBE"
2.911;"MATUPA"
2.912;"MATUREIA"
2.913;"MATUTINA"
2.914;"MAUA"
2.915;"MAUA DA SERRA"
2.916;"MAUES"
2.917;"MAURILANDIA"
2.918;"MAURITI"
2.919;"MAXARANGUAPE"
2.920;"MAXIMILIANO DE ALMEIDA"
2.921;"MAZAGAO"
2.922;"MEDEIROS"
2.923;"MEDEIROS NETO"
2.924;"MEDIANEIRA"
2.925;"MEDICILANDIA"
2.926;"MEDINA"
2.927;"MELEIRO"
2.928;"MENDES"
2.929;"MENDES PIMENTEL"
2.930;"MENDONCA"
2.931;"MERCEDES"
2.932;"MERCES"
2.933;"MERIDIANO"
2.934;"MERUOCA"
2.935;"MESOPOLIS"
2.936;"MESQUITA"
2.937;"MESQUITA"
2.938;"MESSIAS"
2.939;"MESSIAS TARGINO"
2.940;"MIGUEL ALVES"
2.941;"MIGUEL CALMON"
2.942;"MIGUEL LEAO"
2.943;"MIGUELOPOLIS"
2.944;"MIGUEL PEREIRA"
2.945;"MILAGRES"
2.946;"MILAGRES"
2.947;"MILAGRES DO MARANHAO"
2.948;"MILHA"
2.949;"MILTON BRANDAO"
2.950;"MIMOSO DE GOIAS"
2.952;"MINACU"
2.953;"MINADOR DO NEGRAO"
2.954;"MINAS DO LEAO"
2.955;"MINAS NOVAS"
2.956;"MINDURI"
2.957;"MINEIROS"
2.958;"MINEIROS DO TIETE"
2.959;"MINISTRO ANDREAZZA"
2.960;"MIRABELA"
2.961;"MIRACATU"
2.962;"MIRACEMA"
2.963;"MIRACEMA DO TOCANTINS"
2.964;"MIRADOR"
2.965;"MIRADOR"
2.966;"MIRADOURO"
2.967;"MIRA ESTRELA"
2.968;"MIRAGUAI"
2.969;"MIRAI"
2.970;"MIRAIMA"
2.971;"MIRANDA"
2.972;"MIRANDA DO NORTE"
2.973;"MIRANDIBA"
2.975;"MIRANGABA"
2.976;"MIRANORTE"
2.977;"MIRANTE"
2.978;"MIRANTE DA SERRA"
2.979;"MIRANTE DO PARANAPANEMA"
2.980;"MIRASELVA"
2.981;"MIRASSOL"
2.982;"MIRASSOLANDIA"
2.983;"MIRAVANIA"
2.984;"MIRIM DOCE"
2.985;"MIRINZAL"
2.986;"MISSAL"
2.987;"MISSAO VELHA"
2.988;"MOCAJUBA"
2.989;"MOCOCA"
2.990;"MODELO"
2.991;"MOEMA"
2.992;"MOGEIRO"
2.993;"MOGI DAS CRUZES"
2.994;"MOGI-GUACU"
2.995;"MOGI-MIRIM"
2.996;"MOIPORA"
2.997;"MOITA BONITA"
2.998;"MOJU"
2.999;"MOMBACA"
3.000;"MOMBUCA"
3.001;"MONCOES"
3.002;"MONDAI"
3.003;"MONGAGUA"
3.004;"MONSENHOR GIL"
3.005;"MONSENHOR HIPOLITO"
3.006;"MONSENHOR PAULO"
3.007;"MONSENHOR TABOSA"
3.008;"MONTADAS"
3.009;"MONTALVANIA"
3.010;"MONTANHA"
3.011;"MONTANHAS"
3.012;"MONTAURI"
3.013;"MONTE ALEGRE"
3.014;"MONTE ALEGRE"
3.015;"MONTE ALEGRE DE GOIAS"
3.016;"MONTE ALEGRE DE MINAS"
3.017;"MONTE ALEGRE DE SERGIPE"
3.018;"MONTE ALEGRE DO PIAUI"
3.019;"MONTE ALEGRE DOS CAMPOS"
3.020;"MONTE ALEGRE DO SUL"
3.021;"MONTE ALTO"
3.023;"MONTE AZUL"
3.024;"MONTE AZUL PAULISTA"
3.025;"MONTE BELO"
3.026;"MONTE BELO DO SUL"
3.027;"MONTE CARLO"
3.028;"MONTE CARMELO"
3.029;"MONTE CASTELO"
3.030;"MONTE CASTELO"
3.031;"MONTE DO CARMO"
3.032;"MONTE FORMOSO"
3.033;"MONTE HOREBE"
3.034;"MONTEIRO"
3.035;"MONTEIRO LOBATO"
3.036;"MONTE MOR"
3.037;"MONTENEGRO"
3.038;"MONTE NEGRO"
3.039;"MONTES ALTOS"
3.040;"MONTE SANTO"
3.041;"MONTE SANTO DE MINAS"
3.042;"MONTES CLAROS"
3.043;"MONTES CLAROS DE GOIAS"
3.044;"MONTE SIAO"
3.045;"MONTEZUMA"
3.046;"MONTIVIDIU"
3.047;"MONTIVIDIU DO NORTE"
3.048;"MORADA NOVA"
3.049;"MORAUJO"
3.050;"MOREILANDIA"
3.051;"MOREIRA SALES"
3.052;"MORENO"
3.053;"MORMACO"
3.054;"MORRETES"
3.055;"MORRINHOS"
3.056;"MORRINHOS"
3.057;"MORRINHOS DO SUL"
3.059;"MORRO AGUDO DE GOIAS"
3.060;"MORRO DA FUMACA"
3.061;"MORRO DA GARCA"
3.062;"MORRO DO CHAPEU"
3.063;"MORRO DO CHAPEU DO PIAUI"
3.064;"MORRO DO PILAR"
3.065;"MORRO GRANDE"
3.066;"MORRO REDONDO"
3.067;"MORRO REUTER"
3.068;"MORROS"
3.069;"MORTUGABA"
3.070;"MORUNGABA"
3.071;"MOSSAMEDES"
3.072;"MOSSORO"
3.073;"MOSTARDAS"
3.074;"MOTUCA"
3.075;"MOZARLANDIA"
3.076;"MUANA"
3.077;"MUCAJAI"
3.078;"MUCAMBO"
3.079;"MUCUGE"
3.080;"MUCUM"
3.081;"MUCURI"
3.082;"MUCURICI"
3.083;"MUITOS CAPOES"
3.084;"MULITERNO"
3.085;"MULUNGU"
3.086;"MULUNGU"
3.087;"MULUNGU DO MORRO"
3.088;"MUNDO NOVO"
3.089;"MUNDO NOVO"
3.090;"MUNDO NOVO"
3.091;"MUNHOZ"
3.092;"MUNHOZ DE MELO"
3.093;"MUNIZ FERREIRA"
3.095;"MUQUEM DO SAO FRANCISCO"
3.096;"MURIAE"
3.097;"MURIBECA"
3.098;"MURICI"
3.099;"MURICI DOS PORTELAS"
3.100;"MURITIBA"
3.101;"MURUTINGA DO SUL"
3.102;"MUTUIPE"
3.103;"MUTUM"
3.104;"MUTUNOPOLIS"
3.105;"MUZAMBINHO"
3.106;"NACIP RAYDAN"
3.107;"NANTES"
3.108;"NANUQUE"
3.109;"NAO-ME-TOQUE"
3.110;"NAQUE"
3.111;"NARANDIBA"
3.112;"NATAL"
3.113;"NATALANDIA"
3.114;"NATERCIA"
3.115;"NATIVIDADE"
3.116;"NATIVIDADE"
3.117;"NATIVIDADE DA SERRA"
3.118;"NATUBA"
3.119;"NAVEGANTES"
3.120;"NAVIRAI"
3.121;"NAZARE"
3.122;"NAZARE"
3.123;"NAZARE DA MATA"
3.124;"NAZARE DO PIAUI"
3.125;"NAZARENO"
3.126;"NAZARE PAULISTA"
3.127;"NAZAREZINHO"
3.128;"NAZARIO"
3.129;"NEOPOLIS"
3.130;"NEPOMUCENO"
3.131;"NEROPOLIS"
3.132;"NEVES PAULISTA"
3.133;"NHAMUNDA"
3.134;"NHANDEARA"
3.135;"NICOLAU VERGUEIRO"
3.136;"NILO PECANHA"
3.137;"NILOPOLIS"
3.138;"NINHEIRA"
3.139;"NIOAQUE"
3.140;"NIPOA"
3.141;"NIQUELANDIA"
3.142;"NISIA FLORESTA"
3.143;"NITEROI"
3.144;"NOBRES"
3.145;"NONOAI"
3.146;"NORDESTINA"
3.147;"NORMANDIA"
3.148;"NORTELANDIA"
3.149;"NOSSA SENHORA APARECIDA"
3.150;"NOSSA SENHORA DA GLORIA"
3.151;"NOSSA SENHORA DAS DORES"
3.152;"NOSSA SENHORA DAS GRACAS"
3.153;"NOSSA SENHORA DO LIVRAMENTO"
3.154;"NOSSA SENHORA DO SOCORRO"
3.155;"NOSSA SENHORA DOS REMEDIOS"
3.156;"NOVA ALIANCA"
3.157;"NOVA ALVORADA"
3.158;"NOVA ALVORADA DO SUL"
3.159;"NOVA AMERICA DA COLINA"
3.160;"NOVA ANDRADINA"
3.161;"NOVA ARACA"
3.162;"NOVA AURORA"
3.163;"NOVA AURORA"
3.164;"NOVA BANDEIRANTES"
3.165;"NOVA BASSANO"
3.166;"NOVA BELEM"
3.167;"NOVA BOA VISTA"
3.168;"NOVA BRASILANDIA"
3.169;"NOVA BRESCIA"
3.170;"NOVA CAMPINA"
3.171;"NOVA CANAA"
3.172;"NOVA CANAA DO NORTE"
3.173;"NOVA CANAA PAULISTA"
3.174;"NOVA CANDELARIA"
3.175;"NOVA CANTU"
3.176;"NOVA CASTILHO"
3.177;"NOVA CRIXAS"
3.178;"NOVA CRUZ"
3.179;"NOVA ERA"
3.180;"NOVA ERECHIM"
3.181;"NOVA ESPERANCA"
3.182;"NOVA ESPERANCA DO PIRIA"
3.183;"NOVA ESPERANCA DO SUDOESTE"
3.184;"NOVA ESPERANCA DO SUL"
3.185;"NOVA EUROPA"
3.186;"NOVA FATIMA"
3.187;"NOVA FATIMA"
3.188;"NOVA FLORESTA"
3.189;"NOVA FRIBURGO"
3.190;"NOVA GLORIA"
3.192;"NOVA GUARITA"
3.193;"NOVA GUATAPORANGA"
3.194;"NOVA HARTZ"
3.195;"NOVA IBIA"
3.196;"NOVA IGUACU"
3.197;"NOVA IPIXUNA"
3.198;"NOVAIS"
3.199;"NOVA ITABERABA"
3.200;"NOVA LACERDA"
3.201;"NOVA LARANJEIRAS"
3.202;"NOVA LIMA"
3.203;"NOVA LONDRINA"
3.204;"NOVA LUZITANIA"
3.205;"NOVA MAMORE"
3.206;"NOVA MARILANDIA"
3.207;"NOVA MARINGA"
3.208;"NOVA MODICA"
3.209;"NOVA MONTE VERDE"
3.210;"NOVA MUTUM"
3.211;"NOVA ODESSA"
3.212;"NOVA OLIMPIA"
3.213;"NOVA OLIMPIA"
3.214;"NOVA OLINDA"
3.215;"NOVA OLINDA"
3.216;"NOVA OLINDA"
3.217;"NOVA OLINDA DO MARANHAO"
3.218;"NOVA OLINDA DO NORTE"
3.219;"NOVA PADUA"
3.220;"NOVA PALMA"
3.221;"NOVA PALMEIRA"
3.222;"NOVA PETROPOLIS"
3.223;"NOVA PONTE"
3.224;"NOVA PRATA"
3.225;"NOVA PRATA DO IGUACU"
3.226;"NOVA RAMADA"
3.227;"NOVA REDENCAO"
3.228;"NOVA RESENDE"
3.229;"NOVA ROMA"
3.230;"NOVA ROMA DO SUL"
3.231;"NOVA ROSALANDIA"
3.232;"NOVA RUSSAS"
3.233;"NOVA SANTA BARBARA"
3.347;"PAIAL"
3.234;"NOVA SANTA HELENA"
3.235;"NOVA SANTA RITA"
3.236;"NOVA SANTA ROSA"
3.237;"NOVA SERRANA"
3.238;"NOVA SOURE"
3.239;"NOVA TEBAS"
3.240;"NOVA TIMBOTEUA"
3.241;"NOVA TRENTO"
3.242;"NOVA UBIRATA"
3.243;"NOVA UNIAO"
3.244;"NOVA UNIAO"
3.246;"NOVA VENEZA"
3.247;"NOVA VENEZA"
3.248;"NOVA VICOSA"
3.249;"NOVA XAVANTINA"
3.250;"NOVO ACORDO"
3.251;"NOVO AIRAO"
3.252;"NOVO ALEGRE"
3.253;"NOVO ARIPUANA"
3.254;"NOVO BARREIRO"
3.255;"NOVO BRASIL"
3.256;"NOVO CABRAIS"
3.257;"NOVO CRUZEIRO"
3.258;"NOVO GAMA"
3.259;"NOVO HAMBURGO"
3.261;"NOVO HORIZONTE"
3.262;"NOVO HORIZONTE"
3.263;"NOVO HORIZONTE DO NORTE"
3.264;"NOVO HORIZONTE DO OESTE"
3.265;"NOVO HORIZONTE DO SUL"
3.266;"NOVO ITACOLOMI"
3.267;"NOVO JARDIM"
3.268;"NOVO LINO"
3.269;"NOVO MACHADO"
3.270;"NOVO MUNDO"
3.271;"NOVO ORIENTE"
3.272;"NOVO PLANALTO"
3.273;"NOVO PROGRESSO"
3.274;"NOVO REPARTIMENTO"
3.275;"NOVORIZONTE"
3.276;"NOVO SAO JOAQUIM"
3.277;"NOVO TRIUNFO"
3.278;"NOVO XINGU"
3.279;"NUPORANGA"
3.280;"OBIDOS"
3.281;"OCARA"
3.282;"OCAUCU"
3.283;"OEIRAS"
3.284;"OEIRAS DO PARA"
3.285;"OIAPOQUE"
3.286;"OLEO"
3.288;"OLINDA"
3.289;"OLINDA NOVA DO MARANHAO"
3.290;"OLINDINA"
3.291;"OLIVEDOS"
3.292;"OLIVEIRA"
3.293;"OLIVEIRA DOS BREJINHOS"
3.294;"OLIVENCA"
3.295;"ONDA VERDE"
3.296;"ORATORIOS"
3.297;"ORIENTE"
3.298;"ORINDIUVA"
3.299;"ORIXIMINA"
3.300;"ORIZANIA"
3.301;"ORIZONA"
3.303;"ORLEANS"
3.304;"OROBO"
3.305;"OROCO"
3.306;"OROS"
3.307;"ORTIGUEIRA"
3.308;"OSASCO"
3.309;"OSCAR BRESSANE"
3.310;"OSORIO"
3.311;"OSVALDO CRUZ"
3.312;"OTACILIO COSTA"
3.313;"OUREM"
3.314;"OURICANGAS"
3.315;"OURICURI"
3.316;"OURILANDIA DO NORTE"
3.318;"OURIZONA"
3.319;"OURO"
3.320;"OURO BRANCO"
3.321;"OURO BRANCO"
3.322;"OURO BRANCO"
3.323;"OUROESTE"
3.324;"OURO FINO"
3.325;"OUROLANDIA"
3.326;"OURO PRETO"
3.327;"OURO PRETO DO OESTE"
3.328;"OURO VELHO"
3.329;"OURO VERDE"
3.330;"OURO VERDE"
3.331;"OURO VERDE DE GOIAS"
3.332;"OURO VERDE DE MINAS"
3.333;"OURO VERDE DO OESTE"
3.334;"OUVIDOR"
3.335;"PACAEMBU"
3.336;"PACAJA"
3.337;"PACAJUS"
3.338;"PACATUBA"
3.339;"PACATUBA"
3.340;"PACO DO LUMIAR"
3.341;"PACOTI"
3.342;"PACUJA"
3.343;"PADRE BERNARDO"
3.344;"PADRE MARCOS"
3.345;"PADRE PARAISO"
3.346;"PAES LANDIM"
3.348;"PAICANDU"
3.349;"PAIM FILHO"
3.350;"PAINEIRAS"
3.351;"PAINEL"
3.352;"PAINS"
3.353;"PAI PEDRO"
3.354;"PAIVA"
3.355;"PALESTINA"
3.356;"PALESTINA DE GOIAS"
3.357;"PALESTINA DO PARA"
3.358;"PALHANO"
3.359;"PALHOCA"
3.360;"PALMA"
3.361;"PALMACIA"
3.362;"PALMARES"
3.363;"PALMARES DO SUL"
3.364;"PALMARES PAULISTA"
3.365;"PALMAS"
3.366;"PALMAS"
3.367;"PALMAS DE MONTE ALTO"
3.368;"PALMA SOLA"
3.369;"PALMEIRA"
3.370;"PALMEIRA"
3.371;"PALMEIRA DAS MISSOES"
3.372;"PALMEIRA DO PIAUI"
3.373;"PALMEIRA DOS INDIOS"
3.374;"PALMEIRAIS"
3.375;"PALMEIRANDIA"
3.376;"PALMEIRAS"
3.377;"PALMEIRAS DE GOIAS"
3.378;"PALMEIROPOLIS"
3.379;"PALMELO"
3.380;"PALMINOPOLIS"
3.381;"PALMITAL"
3.382;"PALMITAL"
3.383;"PALMITINHO"
3.384;"PALMITOS"
3.385;"PALMOPOLIS"
3.386;"PALOTINA"
3.387;"PANAMA"
3.388;"PANAMBI"
3.389;"PANCAS"
3.390;"PANELAS"
3.391;"PANORAMA"
3.392;"PANTANO GRANDE"
3.393;"PAO DE ACUCAR"
3.394;"PAPAGAIOS"
3.395;"PAPANDUVA"
3.396;"PARACAMBI"
3.397;"PARACATU"
3.398;"PARACURU"
3.399;"PARA DE MINAS"
3.401;"PARAGUACU"
3.402;"PARAGUACU PAULISTA"
3.403;"PARAI"
3.404;"PARAIBA DO SUL"
3.405;"PARAIBANO"
3.406;"PARAIBUNA"
3.407;"PARAIPABA"
3.408;"PARAISO"
3.409;"PARAISO"
3.410;"PARAISO DO NORTE"
3.411;"PARAISO DO SUL"
3.412;"PARAISO DO TOCANTINS"
3.413;"PARAISOPOLIS"
3.414;"PARAMBU"
3.415;"PARAMIRIM"
3.416;"PARAMOTI"
3.417;"PARANA"
3.418;"PARANA"
3.419;"PARANACITY"
3.420;"PARANAGUA"
3.421;"PARANAIBA"
3.422;"PARANAIGUARA"
3.423;"PARANAITA"
3.424;"PARANAPANEMA"
3.425;"PARANAPOEMA"
3.426;"PARANAPUA"
3.427;"PARANATAMA"
3.428;"PARANATINGA"
3.429;"PARANAVAI"
3.430;"PARANHOS"
3.431;"PARAOPEBA"
3.432;"PARAPUA"
3.433;"PARARI"
3.434;"PARATI"
3.435;"PARATINGA"
3.436;"PARAUAPEBAS"
3.437;"PARAUNA"
3.438;"PARAZINHO"
3.439;"PARDINHO"
3.440;"PARECI NOVO"
3.441;"PARELHAS"
3.442;"PARICONHA"
3.443;"PARINTINS"
3.444;"PARIPIRANGA"
3.445;"PARIPUEIRA"
3.446;"PARIQUERA-ACU"
3.447;"PARISI"
3.448;"PARNAGUA"
3.449;"PARNAIBA"
3.450;"PARNAMIRIM"
3.451;"PARNAMIRIM"
3.452;"PARNARAMA"
3.453;"PAROBE"
3.454;"PASSA E FICA"
3.455;"PASSAGEM"
3.456;"PASSAGEM FRANCA"
4.628;"SARDOA"
3.457;"PASSAGEM FRANCA DO PIAUI"
3.458;"PASSA QUATRO"
3.459;"PASSA SETE"
3.460;"PASSA TEMPO"
3.461;"PASSA VINTE"
3.462;"PASSIRA"
3.463;"PASSO DE CAMARAGIBE"
3.464;"PASSO DE TORRES"
3.465;"PASSO DO SOBRADO"
3.466;"PASSO FUNDO"
3.467;"PASSOS"
3.468;"PASSOS MAIA"
3.469;"PASTOS BONS"
3.470;"PATO BRAGADO"
3.471;"PATO BRANCO"
3.472;"PATOS"
3.473;"PATOS DE MINAS"
3.474;"PATOS DO PIAUI"
3.475;"PATROCINIO"
3.476;"PATROCINIO DO MURIAE"
3.477;"PATROCINIO PAULISTA"
3.478;"PATU"
3.479;"PATY DO ALFERES"
3.480;"PAU BRASIL"
3.481;"PAUDALHO"
3.482;"PAU DOS FERROS"
3.483;"PAUINI"
3.484;"PAULA CANDIDO"
3.485;"PAULA FREITAS"
3.486;"PAULICEIA"
3.487;"PAULINIA"
3.488;"PAULISTA"
3.489;"PAULISTA"
3.490;"PAULISTANA"
3.491;"PAULISTANIA"
3.492;"PAULISTAS"
3.493;"PAULO AFONSO"
3.494;"PAULO BENTO"
3.495;"PAULO DE FARIA"
3.496;"PAULO FRONTIN"
3.497;"PAULO JACINTO"
3.498;"PAULO LOPES"
3.499;"PAULO RAMOS"
3.500;"PAVAO"
3.501;"PAVERAMA"
3.502;"PEABIRU"
3.503;"PECANHA"
3.504;"PEDERNEIRAS"
3.505;"PE DE SERRA"
3.506;"PEDRA"
3.507;"PEDRA AZUL"
3.508;"PEDRA BELA"
3.509;"PEDRA BONITA"
3.510;"PEDRA BRANCA"
3.511;"PEDRA BRANCA DO AMAPARI"
3.512;"PEDRA DO ANTA"
3.513;"PEDRA DO INDAIA"
3.514;"PEDRA DOURADA"
3.515;"PEDRA GRANDE"
3.516;"PEDRA LAVRADA"
3.517;"PEDRALVA"
3.518;"PEDRANOPOLIS"
3.519;"PEDRA PRETA"
3.520;"PEDRAS ALTAS"
3.521;"PEDRAS DE FOGO"
3.522;"PEDRAS DE MARIA DA CRUZ"
3.523;"PEDRAS GRANDES"
3.524;"PEDREGULHO"
3.525;"PEDREIRA"
3.526;"PEDREIRAS"
3.527;"PEDRINHAS"
3.528;"PEDRINHAS PAULISTA"
3.529;"PEDRINOPOLIS"
3.530;"PEDRO AFONSO"
3.531;"PEDRO ALEXANDRE"
3.532;"PEDRO AVELINO"
3.533;"PEDRO CANARIO"
3.534;"PEDRO DE TOLEDO"
3.535;"PEDRO GOMES"
3.536;"PEDRO II"
3.537;"PEDRO LEOPOLDO"
3.538;"PEDRO OSORIO"
3.539;"PEDRO REGIS"
3.540;"PEDRO TEIXEIRA"
3.541;"PEDRO VELHO"
3.542;"PEIXE"
3.544;"PEIXOTO DE AZEVEDO"
3.545;"PEJUCARA"
3.546;"PELOTAS"
3.547;"PENAFORTE"
3.549;"PENDENCIAS"
3.550;"PENEDO"
3.551;"PENHA"
3.552;"PENTECOSTE"
3.553;"PEQUERI"
3.554;"PEQUI"
3.555;"PEQUIZEIRO"
3.556;"PERDIGAO"
3.557;"PERDIZES"
3.558;"PERDOES"
3.560;"PEREIRAS"
3.561;"PEREIRO"
3.562;"PERI MIRIM"
3.563;"PERIQUITO"
3.564;"PERITIBA"
3.565;"PERITORO"
3.566;"PEROBAL"
3.567;"PEROLA"
3.568;"PEROLA DO OESTE"
3.569;"PEROLANDIA"
3.570;"PERUIBE"
3.571;"PESCADOR"
3.572;"PESQUEIRA"
3.573;"PETROLANDIA"
3.574;"PETROLANDIA"
3.575;"PETROLINA"
3.576;"PETROLINA DE GOIAS"
3.577;"PETROPOLIS"
3.578;"PIACABUCU"
3.579;"PIACATU"
3.580;"PIANCO"
3.581;"PIATA"
3.582;"PICADA CAFE"
3.583;"PICARRA"
3.584;"PICARRAS"
3.585;"PICOS"
3.586;"PICUI"
3.587;"PIEDADE"
3.588;"PIEDADE DE CARATINGA"
3.589;"PIEDADE DE PONTE NOVA"
3.590;"PIEDADE DO RIO GRANDE"
3.591;"PIEDADE DOS GERAIS"
3.592;"PIEN"
3.593;"PILAO ARCADO"
3.594;"PILAR"
3.595;"PILAR"
3.596;"PILAR DE GOIAS"
3.597;"PILAR DO SUL"
3.598;"PILOES"
3.599;"PILOEZINHOS"
3.600;"PIMENTA"
3.601;"PIMENTA BUENO"
3.602;"PIMENTEIRAS"
3.603;"PIMENTEIRAS DO OESTE"
3.604;"PINDAI"
3.605;"PINDAMONHANGABA"
3.606;"PINDARE MIRIM"
3.607;"PINDOBACU"
3.608;"PINDORAMA"
3.609;"PINDORETAMA"
3.610;"PINHAIS"
3.611;"PINHAL"
3.612;"PINHALAO"
3.613;"PINHAL DA SERRA"
3.614;"PINHAL DO SAO BENTO"
3.615;"PINHAL GRANDE"
3.616;"PINHALZINHO"
3.617;"PINHALZINHO"
3.618;"PINHAO"
3.619;"PINHEIRAL"
3.620;"PINHEIRINHO DO VALE"
3.621;"PINHEIRO"
3.622;"PINHEIRO MACHADO"
3.623;"PINHEIRO PRETO"
3.625;"PINTADAS"
3.626;"PINTO BANDEIRA"
3.627;"PINTOPOLIS"
3.628;"PIO IX"
3.629;"PIO XII"
3.630;"PIQUEROBI"
3.631;"PIQUET CARNEIRO"
3.632;"PIQUETE"
3.633;"PIRACAIA"
3.634;"PIRACANJUBA"
3.635;"PIRACEMA"
3.636;"PIRACICABA"
3.637;"PIRACURUCA"
3.638;"PIRAI"
3.639;"PIRAI DO SUL"
3.640;"PIRAJU"
3.641;"PIRAJUBA"
3.642;"PIRAJUI"
3.643;"PIRANGA"
3.644;"PIRANGI"
3.645;"PIRANGUCU"
3.646;"PIRANGUINHO"
3.647;"PIRANHAS"
3.648;"PIRANHAS"
3.649;"PIRAPEMAS"
3.650;"PIRAPETINGA"
3.651;"PIRAPO"
3.652;"PIRAPORA"
3.653;"PIRAPORA DO BOM JESUS"
3.654;"PIRAPOZINHO"
3.655;"PIRAQUARA"
3.656;"PIRASSUNUNGA"
3.657;"PIRATINI"
3.658;"PIRATININGA"
3.659;"PIRATUBA"
3.660;"PIRENOPOLIS"
3.661;"PIRES DO RIO"
3.662;"PIRES FERREIRA"
3.663;"PIRIPA"
3.664;"PIRIPIRI"
3.665;"PIRITIBA"
3.666;"PIRPIRITUBA"
3.667;"PITANGA"
3.668;"PITANGUEIRAS"
3.669;"PITANGUEIRAS"
3.670;"PITANGUI"
3.671;"PITIMBU"
3.672;"PIUM"
3.674;"PIUMHI"
3.675;"PLACAS"
3.676;"PLACIDO DE CASTRO"
3.677;"PLANALTINA"
3.678;"PLANALTINA DO PARANA"
3.679;"PLANALTINO"
3.680;"PLANALTO"
3.681;"PLANALTO"
3.682;"PLANALTO"
3.683;"PLANALTO"
3.684;"PLANALTO ALEGRE"
3.685;"PLANALTO DA SERRA"
3.686;"PLANURA"
3.687;"PLATINA"
3.688;"POA"
3.689;"POCAO"
3.690;"POCAO DE PEDRAS"
3.691;"POCINHOS"
3.692;"POCO DAS ANTAS"
3.693;"POCOES"
3.694;"POCO FUNDO"
3.695;"POCONE"
3.696;"POCO REDONDO"
3.697;"POCOS DE CALDAS"
3.698;"POCO VERDE"
3.699;"POCRANE"
3.700;"POJUCA"
3.701;"POLONI"
3.702;"POMBAL"
3.703;"POMBOS"
3.704;"POMERODE"
3.705;"POMPEIA"
3.706;"POMPEU"
3.707;"PONGAI"
3.708;"PONTA DE PEDRAS"
3.709;"PONTA GROSSA"
3.711;"PONTAL DO ARAGUAIA"
3.712;"PONTAL DO PARANA"
3.713;"PONTALINA"
3.714;"PONTALINDA"
3.715;"PONTAO"
3.716;"PONTA PORA"
3.717;"PONTE ALTA"
3.718;"PONTE ALTA DO BOM JESUS"
3.719;"PONTE ALTA DO NORTE"
3.720;"PONTE ALTA DO TOCANTINS"
3.721;"PONTE BRANCA"
3.722;"PONTE NOVA"
3.723;"PONTE PRETA"
3.724;"PONTES E LACERDA"
3.725;"PONTE SERRADA"
3.726;"PONTES GESTAL"
3.727;"PONTO CHIQUE"
3.728;"PONTO DOS VOLANTES"
3.729;"PONTO NOVO"
3.730;"POPULINA"
3.731;"PORANGA"
3.732;"PORANGABA"
3.733;"PORANGATU"
3.734;"PORCIUNCULA"
3.735;"PORECATU"
3.736;"PORTALEGRE"
3.737;"PORTAO"
3.738;"PORTEIRAO"
3.739;"PORTEIRINHA"
3.740;"PORTEL"
3.741;"PORTELANDIA"
3.742;"PORTO ACRE"
3.743;"PORTO ALEGRE"
3.744;"PORTO ALEGRE DO NORTE"
3.745;"PORTO ALEGRE DO TOCANTINS"
3.746;"PORTO AMAZONAS"
3.747;"PORTO BARREIRO"
3.748;"PORTO BELO"
3.749;"PORTO CALVO"
3.750;"PORTO DA FOLHA"
3.751;"PORTO DE MOZ"
3.752;"PORTO DO MANGUE"
3.753;"PORTO DOS GAUCHOS"
3.754;"PORTO ESPERIDIAO"
3.755;"PORTO ESTRELA"
3.756;"PORTO FELIZ"
3.758;"PORTO FIRME"
3.759;"PORTO FRANCO"
3.760;"PORTO GRANDE"
3.761;"PORTO LUCENA"
3.762;"PORTO MAUA"
3.763;"PORTO MURTINHO"
3.764;"PORTO NACIONAL"
3.765;"PORTO REAL"
3.766;"PORTO REAL DO COLEGIO"
3.767;"PORTO RICO"
3.768;"PORTO RICO DO MARANHAO"
3.769;"PORTO SEGURO"
3.770;"PORTO UNIAO"
3.771;"PORTO VELHO"
3.772;"PORTO VERA CRUZ"
3.773;"PORTO VITORIA"
3.774;"PORTO WALTER"
3.775;"PORTO XAVIER"
3.776;"POSSE"
3.777;"POTE"
3.778;"POTENGI"
3.779;"POTIM"
3.780;"POTIRAGUA"
3.782;"POTIRETAMA"
3.783;"POUSO ALEGRE"
3.784;"POUSO ALTO"
3.785;"POUSO NOVO"
3.786;"POUSO REDONDO"
3.787;"POXOREO"
3.788;"PRACINHA"
3.789;"PRADO"
3.790;"PRADO FERREIRA"
3.792;"PRADOS"
3.793;"PRAIA GRANDE"
3.794;"PRAIA GRANDE"
3.795;"PRAINHA"
3.796;"PRANCHITA"
3.797;"PRATA"
3.798;"PRATA"
3.799;"PRATA DO PIAUI"
3.800;"PRATANIA"
3.801;"PRATAPOLIS"
3.802;"PRATINHA"
3.803;"PRESIDENTE ALVES"
3.805;"PRESIDENTE CASTELO BRANCO"
3.806;"PRESIDENTE CASTELO BRANCO"
3.807;"PRESIDENTE DUTRA"
3.808;"PRESIDENTE DUTRA"
3.810;"PRESIDENTE FIGUEIREDO"
3.811;"PRESIDENTE GETULIO"
3.812;"PRESIDENTE JANIO QUADROS"
3.813;"PRESIDENTE JUSCELINO"
3.814;"PRESIDENTE KENNEDY"
3.815;"PRESIDENTE KENNEDY"
3.816;"PRESIDENTE KUBITSCHEK"
3.817;"PRESIDENTE LUCENA"
3.818;"PRESIDENTE MEDICI"
3.819;"PRESIDENTE MEDICI"
3.820;"PRESIDENTE NEREU"
